Uuid,Void/Retire,Fully specified name:en,Short name:en,Description:en,_version:1,_order:25,Data class,Data type,Answers,units
d808f12f-a09b-4ce1-9ecc-1d5b5be12b74,,"Macula, Fundus Exam, Right Eye",Macula,Fundoscopy findings on macula ,,,Question,Coded,Normal; Abnormal
611ac8a2-5ae1-11ef-a28c-325096b39f47,,"Blood Vessels, Fundus Exam, Left Eye",Blood Vessels,Fundoscopy findings on blood vessels,,,Question,Coded,Normal; Abnormal
b5e63e08-8806-4481-9909-dc7e4b57b68d,,"Blood Vessels, Fundus Exam. Right Eye",Blood Vessels,Fundoscopy findings on blood vessels,,,Question,Coded,Normal; Abnormal
611ac8e8-5ae1-11ef-890d-325096b39f47,,"Others, Fundus Exam, Left Eye",Others,Other abnormalities found during fundoscopy,,,Question,Coded,
4a693470-4235-4c1e-bcb0-699183f25502,,"Others, Fundus Exam, Right Eye",Others,Other abnormalities found during fundoscopy,,,Question,Coded,
611ac92e-5ae1-11ef-8af5-325096b39f47,,"Drug Used For Dilation, Left Eye",Drug Used For Dilation,,,,Question,Coded,
9a641fe0-d523-415b-ad2e-fa57b1afd07c,,"Drug Used For Dilation, Right Eye",Drug Used For Dilation,,,,Question,Coded,
116128AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Malaria,,,,,Question,Coded,
611ac974-5ae1-11ef-8d91-325096b39f47,,"Diagnosis, Fundus Exam, Left Eye",Diagnosis,,,,Question,Coded,Malaria
856d5fc4-7bf8-4c5b-b781-31261cfa4c90,,"Diagnosis, Fundus Exam, Right Eye",Diagnosis,,,,Question,Coded,Malaria
611ac9ba-5ae1-11ef-bf37-325096b39f47,,Fundus Exam,Fundus Exam,Fundus exam with dilation,,,Misc,N/A,
611ac9f6-5ae1-11ef-a466-325096b39f47,,Advise only,Advise only,Patient was advised only on how to cope with the presenting illness,,,Misc,N/A,
611aca3c-5ae1-11ef-9c6a-325096b39f47,,Treated with spectacles,Treated with spectacles,Patient was treated with prescription glasses,,,Misc,N/A,
611aca82-5ae1-11ef-883b-325096b39f47,,Medication ordered,Medication ordered,Patient was prescribed for medication,,,Misc,N/A,
611acabe-5ae1-11ef-919c-325096b39f47,,Immediate consultation to ophthalmologist,Immediate consultation to ophthalmologist,Patient was queued for consultation with ophthalmologist,,,Misc,N/A,
611acb04-5ae1-11ef-8fab-325096b39f47,,"Treatment, Optometrist, Left Eye",Left Eye,,,,Question,Coded,Advise only;Treated with spectacles;Medication ordered;Immediate consultation to ophthalmologist
