Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,_version:1,_order:35
1219a18e-bf15-4971-b47d-a3bad2823ec8,,ICD-11-WHO:NA06.04,Open wound of eyelid or periocular area (Eye diagnosis),Open wound of eyelid or periocular area - ICD-11-WHO:NA06.04,Open wound of eyelid or periocular area,Diagnosis,N/A,,,
c5cf6e59-2992-48d8-905a-34c38437c3e1,,ICD-11-WHO:NA00.11,Contusion of eyelid or periocular area (Eye diagnosis),Contusion of eyelid or periocular area - ICD-11-WHO:NA00.11,Contusion of eyelid or periocular area,Diagnosis,N/A,,,
6f90efcc-a5a5-4394-a3ac-d3c642562e87,,ICD-11-WHO:NA06.0Y,Other specified eyelid trauma (Eye diagnosis),Other specified eyelid trauma - ICD-11-WHO:NA06.0Y,Other specified eyelid trauma,Diagnosis,N/A,,,
ab63c04d-8b7e-4cf4-a66e-a853f4186405,,ICD-11-WHO:NA06.0Z,Eyelid trauma unspecified (Eye diagnosis),Eyelid trauma unspecified - ICD-11-WHO:NA06.0Z,Eyelid trauma unspecified,Diagnosis,N/A,,,
698c0fd2-4511-483c-a4b6-cbb923b209fe,,ICD-11-WHO:NA06.1,Penetrating wound of orbit with or without foreign body (Eye diagnosis),Penetrating wound of orbit with or without foreign body - ICD-11-WHO:NA06.1,Penetrating wound of orbit with or without foreign body,Diagnosis,N/A,,,
38275b5a-16ba-462e-9516-354b1c33aef8,,ICD-11-WHO:NA06.2,Retained foreign body following penetrating wound of orbit (Eye diagnosis),Retained foreign body following penetrating wound of orbit - ICD-11-WHO:NA06.2,Retained foreign body following penetrating wound of orbit,Diagnosis,N/A,,,
0acb8fb8-67f3-499e-878f-0337e70415b0,,ICD-11-WHO:NA06.3,Traumatic orbital haemorrhage (Eye diagnosis),Traumatic orbital haemorrhage - ICD-11-WHO:NA06.3,Traumatic orbital haemorrhage,Diagnosis,N/A,,,
d9f200f5-dfb9-43bf-a504-648a6a3f9603,,ICD-11-WHO:NA06.4,Injury of conjunctiva or corneal abrasion without mention of foreign body (Eye diagnosis),Injury of conjunctiva or corneal abrasion without mention of foreign body - ICD-11-WHO:NA06.4,Injury of conjunctiva or corneal abrasion without mention of foreign body,Diagnosis,N/A,,,
5c47af59-d2ad-48a2-bfde-fc2fb080a6cd,,ICD-11-WHO:NA06.5,Trauma to the iris sphincter (Eye diagnosis),Trauma to the iris sphincter - ICD-11-WHO:NA06.5,Trauma to the iris sphincter,Diagnosis,N/A,,,
99a1abe0-9dbb-425e-8610-1e4f111df78d,,ICD-11-WHO:NA06.4,Traumatic macular hole (Eye diagnosis),Traumatic macular hole - ICD-11-WHO:NA06.4,Traumatic macular hole,Diagnosis,N/A,,,
da2b58f7-77b5-4ca3-8130-8c21c3315547,,ICD-11-WHO:NA06.60,Commotio Retina (Eye diagnosis),Commotio Retina - ICD-11-WHO:NA06.60,Commotio Retina,Diagnosis,N/A,,,
84b2b9e8-3fb3-4fcd-8031-07e5819a789f,,ICD-11-WHO:NA06.61,Optic nerve avulsion (Eye diagnosis),Optic nerve avulsion - ICD-11-WHO:NA06.61,Optic nerve avulsion,Diagnosis,N/A,,,
4d3947fc-1ada-4f7f-8ec9-578b956f0d5b,,ICD-11-WHO:NA06.62,Other specified traumatic injuries of the retina (Eye diagnosis),Other specified traumatic injuries of the retina - ICD-11-WHO:NA06.62,Other specified traumatic injuries of the retina,Diagnosis,N/A,,,
b7a9256f-f84f-4789-8f20-0e201394043a,,ICD-11-WHO:NA06.63,Traumatic injuries of the retina unspecified (Eye diagnosis),Traumatic injuries of the retina unspecified - ICD-11-WHO:NA06.63,Traumatic injuries of the retina unspecified,Diagnosis,N/A,,,
269ae481-c943-415c-9fd8-1a7b33f5f883,,ICD-11-WHO:NA06.6Y,Traumatic retinal haemorrhage (Eye diagnosis),Traumatic retinal haemorrhage - ICD-11-WHO:NA06.6Y,Traumatic retinal haemorrhage,Diagnosis,N/A,,,
c2fbbd7d-f2a8-4cd5-8dc7-2686e973c779,,ICD-11-WHO:NA06.6Z,Retained intraocular magnetic foreign body unilateral (Eye diagnosis),Retained intraocular magnetic foreign body unilateral - ICD-11-WHO:NA06.6Z,Retained intraocular magnetic foreign body unilateral,Diagnosis,N/A,,,
bc64d468-c43c-4628-8ee8-236b0b81ad11,,ICD-11-WHO:NA06.7,Retained intraocular nonmagnetic foreign body unilateral (Eye diagnosis),Retained intraocular nonmagnetic foreign body unilateral - ICD-11-WHO:NA06.7,Retained intraocular nonmagnetic foreign body unilateral,Diagnosis,N/A,,,
1a5db8ff-1e4c-4151-91d0-d5329ea39b0b,,ICD-11-WHO:NA06.80,Closed eyeball trauma unilateral (Eye diagnosis),Closed eyeball trauma unilateral - ICD-11-WHO:NA06.80,Closed eyeball trauma unilateral,Diagnosis,N/A,,,
11df5a0e-cc17-491a-bd41-5d28fefa25a6,,ICD-11-WHO:NA06.81,Closed eyeball trauma bilateral (Eye diagnosis),Closed eyeball trauma bilateral - ICD-11-WHO:NA06.81,Closed eyeball trauma bilateral,Diagnosis,N/A,,,
4657a5b4-2301-4f8a-a565-b409b067feba,,ICD-11-WHO:NA06.82,Penetrating wound of eyeball without foreign body unilateral (Eye diagnosis),Penetrating wound of eyeball without foreign body unilateral - ICD-11-WHO:NA06.82,Penetrating wound of eyeball without foreign body unilateral,Diagnosis,N/A,,,
25828178-9bf1-49a0-ab8f-662f17ea409d,,ICD-11-WHO:NA06.83,Avulsion of eye unilateral (Eye diagnosis),Avulsion of eye unilateral - ICD-11-WHO:NA06.83,Avulsion of eye unilateral,Diagnosis,N/A,,,
2c568365-69a1-4640-b9c5-7cda26da4895,,ICD-11-WHO:NA06.84,Avulsion of eye bilateral (Eye diagnosis),Avulsion of eye bilateral - ICD-11-WHO:NA06.84,Avulsion of eye bilateral,Diagnosis,N/A,,,
3d811545-a3b5-49d2-869f-0a1d5e9f135b,,ICD-11-WHO:NA06.85,Ocular laceration or rupture with prolapse or loss of intraocular tissue unilateral (Eye diagnosis),Ocular laceration or rupture with prolapse or loss of intraocular tissue unilateral - ICD-11-WHO:NA06.85,Ocular laceration or rupture with prolapse or loss of intraocular tissue unilateral,Diagnosis,N/A,,,
c1850bd5-b8f4-41f6-ad27-fb2514e42ca3,,ICD-11-WHO:NA06.86,Ocular laceration or rupture with prolapse or loss of intraocular tissue bilateral (Eye diagnosis),Ocular laceration or rupture with prolapse or loss of intraocular tissue bilateral - ICD-11-WHO:NA06.86,Ocular laceration or rupture with prolapse or loss of intraocular tissue bilateral,Diagnosis,N/A,,,
e5a62b58-b449-4687-91e1-b774e5c29c31,,ICD-11-WHO:NA06.87,Penetrating injury of eyeball bilateral (Eye diagnosis),Penetrating injury of eyeball bilateral - ICD-11-WHO:NA06.87,Penetrating injury of eyeball bilateral,Diagnosis,N/A,,,
b663b0ef-319d-4296-8cd0-98ad2c603de0,,ICD-11-WHO:NA06.88,Perforating injury of eyeball bilateral (Eye diagnosis),Perforating injury of eyeball bilateral - ICD-11-WHO:NA06.88,Perforating injury of eyeball bilateral,Diagnosis,N/A,,,
19e1642a-a1ac-45af-95a6-38a487930a0f,,ICD-11-WHO:NA06.89,Retained intraocular magnetic foreign body bilateral (Eye diagnosis),Retained intraocular magnetic foreign body bilateral - ICD-11-WHO:NA06.89,Retained intraocular magnetic foreign body bilateral,Diagnosis,N/A,,,
61f50c86-5cae-49d1-b10f-3bbc4438d393,,ICD-11-WHO:NA06.8A,Retained intraocular nonmagnetic foreign body bilateral (Eye diagnosis),Retained intraocular nonmagnetic foreign body bilateral - ICD-11-WHO:NA06.8A,Retained intraocular nonmagnetic foreign body bilateral,Diagnosis,N/A,,,
9d79c8e0-35a5-47c4-9fb1-69713fe2bcc1,,ICD-11-WHO:NA06.8B,Ocular laceration without prolapse or loss of intraocular tissue unilateral (Eye diagnosis),Ocular laceration without prolapse or loss of intraocular tissue unilateral - ICD-11-WHO:NA06.8B,Ocular laceration without prolapse or loss of intraocular tissue unilateral,Diagnosis,N/A,,,
49b07d01-d314-4e17-9c7a-a45aa98cf9de,,ICD-11-WHO:NA06.8C,Ocular laceration without prolapse or loss of intraocular tissue bilateral (Eye diagnosis),Ocular laceration without prolapse or loss of intraocular tissue bilateral - ICD-11-WHO:NA06.8C,Ocular laceration without prolapse or loss of intraocular tissue bilateral,Diagnosis,N/A,,,
a0f8967f-aa3c-4b04-bcea-bb23c2c59ebc,,ICD-11-WHO:NA06.8D,Other specified traumatic injury to eyeball (Eye diagnosis),Other specified traumatic injury to eyeball - ICD-11-WHO:NA06.8D,Other specified traumatic injury to eyeball,Diagnosis,N/A,,,
4bd543a7-05d9-4db3-aab4-9cb4958f82e2,,ICD-11-WHO:NA06.8E,Traumatic injury to eyeball unspecified (Eye diagnosis),Traumatic injury to eyeball unspecified - ICD-11-WHO:NA06.8E,Traumatic injury to eyeball unspecified,Diagnosis,N/A,,,
6e380c6b-72d0-4f5e-8f5e-37b73615679b,,ICD-11-WHO:NA06.8Y,Contusion of eyeball or orbital tissues (Eye diagnosis),Contusion of eyeball or orbital tissues - ICD-11-WHO:NA06.8Y,Contusion of eyeball or orbital tissues,Diagnosis,N/A,,,
16d7ed8a-3ff4-424c-a163-36873caf15f2,,ICD-11-WHO:NA06.8Z,Injury of lens (Eye diagnosis),Injury of lens - ICD-11-WHO:NA06.8Z,Injury of lens,Diagnosis,N/A,,,
cb0bbcd9-8f4f-4fb3-afff-8e1ebc5bf891,,ICD-11-WHO:NA06.9,Birth injury to eye (Eye diagnosis),Birth injury to eye - ICD-11-WHO:NA06.9,Birth injury to eye,Diagnosis,N/A,,,
a3fb428f-7526-4735-a05b-9c0075ab08f6,,ICD-11-WHO:NA06.A,Other specified injury of eye or orbit (Eye diagnosis),Other specified injury of eye or orbit - ICD-11-WHO:NA06.A,Other specified injury of eye or orbit,Diagnosis,N/A,,,
58f74fe8-8a6a-498c-b982-fb4ed52a2205,,ICD-11-WHO:KA41,Injury of eye or orbit unspecified (Eye diagnosis),Injury of eye or orbit unspecified - ICD-11-WHO:KA41,Injury of eye or orbit unspecified,Diagnosis,N/A,,,
bd18ae40-71f6-4d8a-b602-06b49a7ccf95,,ICD-11-WHO:NA06.Y,Fracture of orbital roof (Eye diagnosis),Fracture of orbital roof - ICD-11-WHO:NA06.Y,Fracture of orbital roof,Diagnosis,N/A,,,
736a7b01-9779-4293-b276-71746d15161c,,ICD-11-WHO:NA06.Z,Fracture of orbital floor (Eye diagnosis),Fracture of orbital floor - ICD-11-WHO:NA06.Z,Fracture of orbital floor,Diagnosis,N/A,,,
69e650d4-2c00-4ac5-99de-2603826de01b,,ICD-11-WHO:NA02.20,Other specified orbital fracture (Eye diagnosis),Other specified orbital fracture - ICD-11-WHO:NA02.20,Other specified orbital fracture,Diagnosis,N/A,,,
6c5bc5ef-0bdf-4436-b883-ca00683888f7,,ICD-11-WHO:NA02.21,Orbital fracture unspecified (Eye diagnosis),Orbital fracture unspecified - ICD-11-WHO:NA02.21,Orbital fracture unspecified,Diagnosis,N/A,,,
e6c4ebcd-3d21-4010-9c66-007bbe1d8e3b,,ICD-11-WHO:NA02.2Y,Injury of optic nerve unilateral (Eye diagnosis),Injury of optic nerve unilateral - ICD-11-WHO:NA02.2Y,Injury of optic nerve unilateral,Diagnosis,N/A,,,
a0a55761-b4f6-4543-9d43-0e1589e5081d,,ICD-11-WHO:NA02.2Z,Injury of optic nerve bilateral (Eye diagnosis),Injury of optic nerve bilateral - ICD-11-WHO:NA02.2Z,Injury of optic nerve bilateral,Diagnosis,N/A,,,
13f1c4b8-6cca-4016-b8f8-36fb8689d72d,,ICD-11-WHO:NA04.11,Injury of optic tract or pathways unilateral (Eye diagnosis),Injury of optic tract or pathways unilateral - ICD-11-WHO:NA04.11,Injury of optic tract or pathways unilateral,Diagnosis,N/A,,,
a3463139-126b-4bda-b5ff-56b16254d03a,,ICD-11-WHO:NA04.12,Injury of optic tract or pathways bilateral (Eye diagnosis),Injury of optic tract or pathways bilateral - ICD-11-WHO:NA04.12,Injury of optic tract or pathways bilateral,Diagnosis,N/A,,,
cfcef4e8-007e-469f-8fb0-334f8358b4e3,,ICD-11-WHO:NA04.13,Injury of visual cortex unilateral (Eye diagnosis),Injury of visual cortex unilateral - ICD-11-WHO:NA04.13,Injury of visual cortex unilateral,Diagnosis,N/A,,,
34a97366-b59f-4202-8328-db91aa1cbfdf,,ICD-11-WHO:NA04.14,Injury of visual cortex bilateral (Eye diagnosis),Injury of visual cortex bilateral - ICD-11-WHO:NA04.14,Injury of visual cortex bilateral,Diagnosis,N/A,,,
44459e12-400f-4494-902a-24f364477e72,,ICD-11-WHO:NA04.15,Other specified injury of optic nerve or pathways (Eye diagnosis),Other specified injury of optic nerve or pathways - ICD-11-WHO:NA04.15,Other specified injury of optic nerve or pathways,Diagnosis,N/A,,,
7c25bbde-d2b8-4d91-a2ef-9abbebae326f,,ICD-11-WHO:NA04.16,Injury of optic nerve or pathways unspecified (Eye diagnosis),Injury of optic nerve or pathways unspecified - ICD-11-WHO:NA04.16,Injury of optic nerve or pathways unspecified,Diagnosis,N/A,,,
8284255a-3f21-4fcb-b5dd-b3ab59536735,,ICD-11-WHO:NA04.1Z,Prosthetic eye (Eye diagnosis),Prosthetic eye - ICD-11-WHO:NA04.1Z,Prosthetic eye,Diagnosis,N/A,,,
65e719b6-1d20-4f23-8404-866a07da7a8b,,ICD-11-WHO:QB51.2,Congenital Amblyopia (Eye diagnosis),Congenital Amblyopia - ICD-11-WHO:QB51.2,Congenital Amblyopia,Diagnosis,N/A,,,
1cdb6580-ce98-434d-9e85-9caacf196989,,,Xanthelasma of eyelid (Eye diagnosis),Xanthelasma of eyelid,Xanthelasma of eyelid,Diagnosis,N/A,,,
8f9b5a7b-411b-4f53-a157-390615e80f94,,,Vitreous prolapse (Eye diagnosis),Vitreous prolapse,Vitreous prolapse,Diagnosis,N/A,,,
9be6d7fb-0131-4808-b5f8-7be7cd06d529,,,Visual discomfort (Eye diagnosis),Visual discomfort,Visual discomfort,Diagnosis,N/A,,,
d272d0f1-bbde-4593-9298-39056ec46388,,,Visual deprivation nystagmus (Eye diagnosis),Visual deprivation nystagmus,Visual deprivation nystagmus,Diagnosis,N/A,,,
036dd1f9-9a2d-44c8-b576-44b5d6664aa3,,,Vernal keratoconjunctivitis (Eye diagnosis),Vernal keratoconjunctivitis,Vernal keratoconjunctivitis,Diagnosis,N/A,,,
51b6d8de-3393-4c60-986d-080d5df651de,,,Trichiasis without entropion (Eye diagnosis),Trichiasis without entropion,Trichiasis without entropion,Diagnosis,N/A,,,
2fe8c55a-be56-45ac-82ce-612cade1cdb1,,,Traumatic optic neuropathy (Eye diagnosis),Traumatic optic neuropathy,Traumatic optic neuropathy,Diagnosis,N/A,,,
d051afac-8b91-4f1d-9eb0-e48971daf32f,,,Traumatic cataract (Eye diagnosis),Traumatic cataract,Traumatic cataract,Diagnosis,N/A,,,
13f2c0ad-46ab-4c5e-9371-748e9ce51c62,,,Transient visual loss (Eye diagnosis),Transient visual loss,Transient visual loss,Diagnosis,N/A,,,
adf545ce-5820-4778-9a1a-2d460678d5d1,,,Transient refractive change (Eye diagnosis),Transient refractive change,Transient refractive change,Diagnosis,N/A,,,
77893abc-d311-44a7-a9a1-bd19adad33e1,,,Sympathetic uveitis (Eye diagnosis),Sympathetic uveitis,Sympathetic uveitis,Diagnosis,N/A,,,
ab28d26c-1a11-4015-9dc9-24dccbe6354b,,,Subcapsular glaucomatous flecks (Eye diagnosis),Subcapsular glaucomatous flecks,Subcapsular glaucomatous flecks,Diagnosis,N/A,,,
8e3a4c3e-6880-42f6-b383-870bad2a4b84,,,Spasm of conjugate gaze (Eye diagnosis),Spasm of conjugate gaze,Spasm of conjugate gaze,Diagnosis,N/A,,,
509b5c12-b951-4e92-98c9-0060412aad74,,,Skew deviation (Eye diagnosis),Skew deviation,Skew deviation,Diagnosis,N/A,,,
1a70edb9-a168-4c47-9009-fe29b61aa8c9,,,Serous retinal detachment (Eye diagnosis),Serous retinal detachment,Serous retinal detachment,Diagnosis,N/A,,,
0f4f8edb-2d0c-4759-ab5f-4584b669d072,,,Serous detachment of retinal pigment epithelium (Eye diagnosis),Serous detachment of retinal pigment epithelium,Serous detachment of retinal pigment epithelium,Diagnosis,N/A,,,
bdb98a5a-37b0-44c9-9d0d-bd7ea4cb453e,,,Secondary open-angle glaucoma (Eye diagnosis),Secondary open-angle glaucoma,Secondary open-angle glaucoma,Diagnosis,N/A,,,
f28535e8-f328-41dd-8e2e-c06e484f1cf0,,,Sclerosing keratitis (Eye diagnosis),Sclerosing keratitis,Sclerosing keratitis,Diagnosis,N/A,,,
cf3970d8-464f-4e13-be1f-7db4ffb3a03c,,,Scleritis (Eye diagnosis),Scleritis,Scleritis,Diagnosis,N/A,,,
d7df3428-6b84-4417-914c-9b81a3e8a68c,,,Scleral staphyloma (Eye diagnosis),Scleral staphyloma,Scleral staphyloma,Diagnosis,N/A,,,
c4a232ac-f4e0-4359-90ef-8034ceb89f35,,,Ring scotoma (Eye diagnosis),Ring scotoma,Ring scotoma,Diagnosis,N/A,,,
bea878b5-f971-40d0-a6a3-0f243e177ea7,,,Retrobulbar neuritis (Eye diagnosis),Retrobulbar neuritis,Retrobulbar neuritis,Diagnosis,N/A,,,
f9971d4b-8f4f-4d5a-be25-6c177515d17f,,,Retinoschisis (Eye diagnosis),Retinoschisis,Retinoschisis,Diagnosis,N/A,,,
c2e0a529-91ae-41ff-9eaf-0b5317e2f356,,,Retinopathy of prematurity (Eye diagnosis),Retinopathy of prematurity,Retinopathy of prematurity,Diagnosis,N/A,,,
f4e67a52-4956-44ef-9a38-5ec2667c943c,,,Retinopathy (Eye diagnosis),Retinopathy,Retinopathy,Diagnosis,N/A,,,
03589ada-6bc7-4443-9314-ee7a012588d2,,,Retinal vasculitis (Eye diagnosis),Retinal vasculitis,Retinal vasculitis,Diagnosis,N/A,,,
c83b96c4-6bf6-4841-929b-08c9a65e440e,,,Retinal ischaemia (Eye diagnosis),Retinal ischaemia,Retinal ischaemia,Diagnosis,N/A,,,
770fa63a-167b-4a93-a2b5-13033c6e1413,,,Recurrent erosion of cornea (Eye diagnosis),Recurrent erosion of cornea,Recurrent erosion of cornea,Diagnosis,N/A,,,
cd42a712-4dc6-4133-a649-192a4a9747ed,,,Radiation retinopathy (Eye diagnosis),Radiation retinopathy,Radiation retinopathy,Diagnosis,N/A,,,
c091fe63-1056-4eea-a0ac-a1c09c5dc446,,,Purulent endophthalmitis (Eye diagnosis),Purulent endophthalmitis,Purulent endophthalmitis,Diagnosis,N/A,,,
d590f546-6c0d-4b14-9387-1fcecd4e4bc1,,,Pterygium (Eye diagnosis),Pterygium,Pterygium,Diagnosis,N/A,,,
7663a6ad-6c43-486d-9472-784b6bcd8bb4,,,Pseudophakia (Eye diagnosis),Pseudophakia,Pseudophakia,Diagnosis,N/A,,,
87742d4c-6597-491e-8082-87797dfb9a2a,,,Proliferative diabetic retinopathy (Eye diagnosis),Proliferative diabetic retinopathy,Proliferative diabetic retinopathy,Diagnosis,N/A,,,
74816808-3180-41df-a7df-1bbf7b738073,,,Progressive external ophthalmoplegia (Eye diagnosis),Progressive external ophthalmoplegia,Progressive external ophthalmoplegia,Diagnosis,N/A,,,
0c6c41f1-3bfc-4180-a008-9522df3777dc,,,Preseptal cellulitis (Eye diagnosis),Preseptal cellulitis,Preseptal cellulitis,Diagnosis,N/A,,,
16654c21-e584-43df-81b8-c088ff2eb080,,,Presbyopia (Eye diagnosis),Presbyopia,Presbyopia,Diagnosis,N/A,,,
494bc58e-2344-4606-b82d-97197a1c4eb3,,,Posterior vitreous detachment (Eye diagnosis),Posterior vitreous detachment,Posterior vitreous detachment,Diagnosis,N/A,,,
0f7b7454-c95e-4545-b791-1ec27ae55bec,,,Posterior ischemic optic neuropathy (Eye diagnosis),Posterior ischemic optic neuropathy,Posterior ischemic optic neuropathy,Diagnosis,N/A,,,
24b68c31-8c91-4423-bce0-052b1a54afaa,,,Plateau iris syndrome (Eye diagnosis),Plateau iris syndrome,Plateau iris syndrome,Diagnosis,N/A,,,
7f9e61c0-0023-4788-9bc1-ad9d45dc1f06,,,Pigmentary open-angle glaucoma (Eye diagnosis),Pigmentary open-angle glaucoma,Pigmentary open-angle glaucoma,Diagnosis,N/A,,,
da5285d7-ff4c-499d-8f1d-71abf275a7dd,,,Physiologic anisocoria (Eye diagnosis),Physiologic anisocoria,Physiologic anisocoria,Diagnosis,N/A,,,
e1c385f7-727d-49b6-9bb7-dec7785d161f,,,Phthisis Bulbi (Eye diagnosis),Phthisis Bulbi,Phthisis Bulbi,Diagnosis,N/A,,,
7604a00c-3303-4c07-9656-90d5e546d900,,,Peripheral retinal degeneration (Eye diagnosis),Peripheral retinal degeneration,Peripheral retinal degeneration,Diagnosis,N/A,,,
f34d1acc-be40-4176-b23d-c8469e87183f,,,Paresis of accommodation (Eye diagnosis),Paresis of accommodation,Paresis of accommodation,Diagnosis,N/A,,,
2bdd3e8e-1c3e-4734-87fc-804d21eca302,,,Paralytic lagophthalmos (Eye diagnosis),Paralytic lagophthalmos,Paralytic lagophthalmos,Diagnosis,N/A,,,
c4e546ed-a422-4115-b22b-a5814309e05c,,,Panuveitis (Eye diagnosis),Panuveitis,Panuveitis,Diagnosis,N/A,,,
e732163d-c49d-46f3-9704-0d71bf5d9469,,,Other proliferative retinopathy (Eye diagnosis),Other proliferative retinopathy,Other proliferative retinopathy,Diagnosis,N/A,,,
45821515-57d4-4f7e-a413-df17cb8c1221,,,Orbital cyst (Eye diagnosis),Orbital cyst,Orbital cyst,Diagnosis,N/A,,,
b1c5c512-28ca-4a79-a0da-5d98a2ab1a83,,,Orbital cellulitis (Eye diagnosis),Orbital cellulitis,Orbital cellulitis,Diagnosis,N/A,,,
449fefb5-b732-41bf-b2c3-18111fd57dd3,,,Optic neuritis (Eye diagnosis),Optic neuritis,Optic neuritis,Diagnosis,N/A,,,
60c5cdae-5697-4f60-8a06-6e366bd91cae,,,Optic atrophy (Eye diagnosis),Optic atrophy,Optic atrophy,Diagnosis,N/A,,,
16346ee4-0b36-4a47-aa84-96b5db750fab,,,Oculomotor apraxia (Eye diagnosis),Oculomotor apraxia,Oculomotor apraxia,Diagnosis,N/A,,,
669634ad-3404-472b-96d7-4e384f3c037a,,,Oculogyric crisis (Eye diagnosis),Oculogyric crisis,Oculogyric crisis,Diagnosis,N/A,,,
b0d85036-0fa9-4f84-9ea2-6c685666a582,,,Ocular hypertension (Eye diagnosis),Ocular hypertension,Ocular hypertension,Diagnosis,N/A,,,
dcffc149-48ba-4307-a9e8-ed6d91a55aa2,,,Nystagmus (Eye diagnosis),Nystagmus,Nystagmus,Diagnosis,N/A,,,
2dadb030-dcaa-41eb-82b8-04b23fb9c7a9,,,Nonproliferative diabetic retinopathy (Eye diagnosis),Nonproliferative diabetic retinopathy,Nonproliferative diabetic retinopathy,Diagnosis,N/A,,,
044e1242-9c86-49d7-90c2-c9a0b4557e2e,,,Nasolacrimal duct obstruction (Eye diagnosis),Nasolacrimal duct obstruction,Nasolacrimal duct obstruction,Diagnosis,N/A,,,
a62e92cf-e4c9-418f-8855-7f335d0c7129,,,Myopia (Eye diagnosis),Myopia,Myopia,Diagnosis,N/A,,,
1018d417-4207-4068-94bd-0952c5c86f17,,,Mucopurulent conjunctivitis (Eye diagnosis),Mucopurulent conjunctivitis,Mucopurulent conjunctivitis,Diagnosis,N/A,,,
abf8dbaa-0eb2-4f1c-9bf7-ff5c1ca6415a,,,Mechanical strabismus (Eye diagnosis),Mechanical strabismus,Mechanical strabismus,Diagnosis,N/A,,,
46c100b8-727d-4bcd-acc6-bf9df3d8e11e,,,Mechanical lagophthalmos (Eye diagnosis),Mechanical lagophthalmos,Mechanical lagophthalmos,Diagnosis,N/A,,,
d90bb621-6ce8-45ca-8818-e8a81b00ba20,,,Lagophthalmos (Eye diagnosis),Lagophthalmos,Lagophthalmos,Diagnosis,N/A,,,
e607f25b-03f3-4a2d-a387-ae4e9e57ab1c,,,Keratoconus (Eye diagnosis),Keratoconus,Keratoconus,Diagnosis,N/A,,,
de6e3fc4-b998-4b0e-9191-491a1507fd2c,,,Keratoconjunctivitis sicca (Eye diagnosis),Keratoconjunctivitis sicca,Keratoconjunctivitis sicca,Diagnosis,N/A,,,
e8af00a3-11cf-40da-990f-a34a920123d9,,,Juvenile retinoschisis (Eye diagnosis),Juvenile retinoschisis,Juvenile retinoschisis,Diagnosis,N/A,,,
e2d55b11-b5e4-4f8b-ae0e-96ca34d44ac6,,,Ischaemic optic neuropathy (Eye diagnosis),Ischaemic optic neuropathy,Ischaemic optic neuropathy,Diagnosis,N/A,,,
d20d286b-2158-4b3b-87f9-9b2e998ffc87,,,Internuclear ophthalmoplegia (Eye diagnosis),Internuclear ophthalmoplegia,Internuclear ophthalmoplegia,Diagnosis,N/A,,,
5da76177-3d95-435b-9447-ddefeaa7a196,,,Internal ophthalmoplegia (Eye diagnosis),Internal ophthalmoplegia,Internal ophthalmoplegia,Diagnosis,N/A,,,
279ce40b-13e9-4b46-aed6-f4a0d02507f7,,,Injury of optic chiasm (Eye diagnosis),Injury of optic chiasm,Injury of optic chiasm,Diagnosis,N/A,,,
3486e567-f3f5-4bdd-9d81-89b532cf6508,,,Hyphaema (Eye diagnosis),Hyphaema,Hyphaema,Diagnosis,N/A,,,
4dc456af-0cd6-4b6e-8019-dea2b82c4bb6,,,Hypertensive retinopathy (Eye diagnosis),Hypertensive retinopathy,Hypertensive retinopathy,Diagnosis,N/A,,,
60dac645-404d-44c3-9b56-f1a25b88ce93,,,Hypermetropia (Eye diagnosis),Hypermetropia,Hypermetropia,Diagnosis,N/A,,,
d4a41ece-7b7f-46b2-ba86-43b89f20aa25,,,Hordeolum externum (Eye diagnosis),Hordeolum externum,Hordeolum externum,Diagnosis,N/A,,,
5c74e20a-e84a-4c57-b006-57b5e41553f0,,,Hordeolum (Eye diagnosis),Hordeolum,Hordeolum,Diagnosis,N/A,,,
074ca5e8-ad0c-4f0b-a80d-aaf36bb6817d,,,Glaucoma suspect (Eye diagnosis),Glaucoma suspect,Glaucoma suspect,Diagnosis,N/A,,,
5a99b089-8b6b-42a8-b30b-c685847745fe,,,Glaucoma (Eye diagnosis),Glaucoma,Glaucoma,Diagnosis,N/A,,,
6c72d562-e5d6-49cd-ada9-f8860a74dc47,,,Giant papillary conjunctivitis (Eye diagnosis),Giant papillary conjunctivitis,Giant papillary conjunctivitis,Diagnosis,N/A,,,
2977c951-6645-4d1b-b039-264f85c7d088,,,Fourth nerve palsy (Eye diagnosis),Fourth nerve palsy,Fourth nerve palsy,Diagnosis,N/A,,,
60104b2c-d303-41a0-80a2-ba40130c33e5,,,Follicular conjunctivitis (Eye diagnosis),Follicular conjunctivitis,Follicular conjunctivitis,Diagnosis,N/A,,,
99c92612-8ac6-48b7-ae8f-2aeb53a2feaa,,,Floppy eyelid syndrome (Eye diagnosis),Floppy eyelid syndrome,Floppy eyelid syndrome,Diagnosis,N/A,,,
9063247e-a34c-40b3-9ec1-34edbdad8c6d,,,Exudative retinopathy (Eye diagnosis),Exudative retinopathy,Exudative retinopathy,Diagnosis,N/A,,,
0da4a860-bc83-4473-91e5-75c8f5333305,,,Exotropia (Eye diagnosis),Exotropia,Exotropia,Diagnosis,N/A,,,
fd9e6359-c061-4e5c-a33e-3a70c334a461,,,Exostosis of orbit (Eye diagnosis),Exostosis of orbit,Exostosis of orbit,Diagnosis,N/A,,,
d1b1e1d5-8411-45da-a694-c1398a06c054,,,Eversion of lacrimal punctum (Eye diagnosis),Eversion of lacrimal punctum,Eversion of lacrimal punctum,Diagnosis,N/A,,,
